LAMOST,ObsID,Gaia,RAJ2000_x,DEJ2000_x,S_N,RVel,Teff_x,logg_x,__Fe_H_,A_Li_,DelA_Li_,e_DelA_Li_,Flag,Lim,DR7,Simbad,angDist,TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source_1,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments,ra_deg,dec_deg,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source_2,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_y,b_Teff,B_Teff,logg_y,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000_y,DEJ2000_y,e_RAJ2000,e_DEJ2000,RADEcorJ2000,GaiaDR3
J082612.84+121654.6,817312067,650778499868023296,08 26 12.84,+12 16 54.7,17,-22,5532,4.51,-0.16,2.3,0.4,0.2,1,1,0,Simbad,0.011184,7020254,4316.01,,5,5,5,5,5,5,5,7.5,57.6,76.73,0,0,5,KP,KP,12.7462,0.006,,1,qlp-s71-ffi,SPOC,08:26:12.84,12:16:54.66,15.565,0.043,-21.666,0.029,2460238.657358,0.0009997,20.2730282,7.3e-06,3.651,0.089,18.817245,0.569399,17182.0,524.298,10.4386,0.555069,20.4393,592.0,201.0,413.591,4.2685,5742.0,129.041,4.58473,0.0726594,0.86,0.04,,,1.026,0.120504,"7,34,45,46,71",2021-07-19,2024-01-17,2024-01-27 12:11:53,K2-115 b,126.5535,12.28185,Gaia DR3 650778499868023296,126.55350240117,12.28184796379,0.0,0.0,92,1636148068921376768,650778499868023296,1246703050,0.0145,0.0102,2.4528,0.0163,150.1766,26.644,15.557,0.018,-21.63,0.012,-0.0308,-0.1212,0.1996,0.3838,-0.1443,0.3275,0.1126,0.1818,-0.2867,0.09,252,8,251,1,1.0132,280.18,0.014,0.15366,31,0,1.547,,,,,,,,29,15,0.026216,34,0.02187,118.6,0,0,1.045,0,283,99955.017,17.7578,5628.78,13.187856,0.002762,29,52803.1,33.5652,1573.15,13.531894,0.002874,31,67245.0,32.3531,2078.47,12.678745,0.003815,1.201,0.0,0.0,0.0,1.0,0,0.853148,0.344038,0.50911,-14.8,2.58,2.0,16.0,1.0,12.0,11.492,,,933.492,,5500.0,4.0,0.0,111.0,,,,12.463921,0.034473,15.0,,NOT_AVAILABLE,0.0,0.0,0.999832,5704.1,5676.7,5780.0,4.5556,4.5271,4.5715,-0.1716,-0.2045,-0.0758,392.0542,386.3675,425.8165,0.11,0.0931,0.1573,0.092,0.0778,0.1317,0.0493,0.0417,0.0705,MARCS,126.55343163754,12.28194409739,0.293191,0.194795,0.0547,650778499868023296
J082551.34+101449.2,640010095,600750922666388992,08 25 51.34,+10 14 49.2,14,-85,4970,4.63,-0.56,1.6,0.5,0.2,1,1,8,Simbad,0.048446,366411016,5529.01,,5,5,5,5,5,5,5,4.7,48.4,17.04,0,2,5,KP,KP,11.8964,0.006,,1,spoc-s01-s65-b0A-KP,SPOC,08:25:51.45,10:14:47.68,97.098,0.072,-89.333,0.045,2459235.706758,0.008464318,8.86528860869203,0.00018843426,3.29045177249489,0.56824654,1.847262,0.393842,1699.94422117774,362.6764,4.28539694162051,6.5190644,53.9860738232294,691.337612714714,7.7792764,203.896,1.727,5368.0,127.01,4.71954,0.0869785,0.697439014911652,0.0389547,,,0.93,0.120087,"34,44,45,46,61",2022-04-20,2024-01-31,2024-02-02 12:12:03,K2-180 b,126.46437499999998,10.246577777777777,Gaia DR3 600750922666388992,126.46437162901,10.24656473584,0.0,0.0,106,1636148068921376768,600750922666388992,1757501475,0.0115,0.0083,4.913,0.0134,367.4232,131.967,97.243,0.013,-89.214,0.01,-0.2128,-0.1429,-0.2518,0.1699,-0.1036,0.1071,-0.1065,0.3058,-0.1998,-0.221,296,296,294,2,-0.6648,414.43,0.048,2.9799,31,0,1.524,,,,,,,,34,17,0.019794,36,0.007179,95.82,0,0,0.971,0,308,207503.59139,42.3232,4902.84,12.394803,0.002764,34,104349.0,71.9836,1449.62,12.792323,0.002889,33,147169.0,55.9066,2632.41,11.828353,0.003802,1.212,0.0,1.0,0.0,0.0,0,0.96397,0.39752,0.56645,-76.8,1.18,1.0,20.0,4.0,14.0,27.032,1.961,0.017397,965.045,15.91,5250.0,3.5,-0.25,111.0,7.7833,9.1422,13.0,11.604755,0.017712,16.0,,NOT_AVAILABLE,0.0,0.0,0.999697,5353.8,5341.2,5375.7,4.5895,4.5773,4.6115,-0.5285,-0.544,-0.5059,199.6759,196.0724,200.7474,0.13,0.1209,0.1452,0.1067,0.0992,0.1193,0.0574,0.0533,0.0642,MARCS,126.46393243718,10.24696124009,0.218219,0.16096,-0.2311,600750922666388992
J082808.08+562551.8,705512186,1034026849825376256,08 28 08.09,+56 25 51.9,2,4,6387,4.29,0.04,4.8,2.0,0.8,1,1,14,Simbad,0.012762,81212289,3823.01,,3,5,5,3,1,4,4,16.1,76.7,18.34,2,0,0,PC,APC,11.4534,0.007,,1,qlp-s47-tois,FAINT,08:28:08.09,56:25:51.88,-9.415,0.099,-11.516,0.086,2459605.942792,0.0016507,0.6848358,2.2e-06,0.88,0.186,1.553714,0.006134,1430.0,5.6494,4.49427,0.353297,2198.68,1907.0,17.0,353.355,8.014,6385.1,111.2,4.47,0.08,1.1,0.05,0.045,0.013,1.28,0.186141,"20,47",2021-06-23,2024-08-22,2024-08-22 00:00:00,V-shaped; found in faint-star QLP search; bad shape; significant centroid offset; likely EB,127.03370833333332,56.43107777777777,Gaia DR3 1034026849825376256,127.03370300255,56.43107580837,0.0,0.0,106,1636148068921376768,1034026849825376256,1684059212,0.0443,0.0413,2.2333,0.0553,40.3573,15.335,-10.275,0.051,-11.383,0.054,-0.0434,-0.3188,-0.0353,0.1692,-0.0503,0.1057,-0.0788,0.2066,-0.1331,-0.0283,254,254,254,0,48.1171,8608.9,0.449,331.36,31,1,1.584,,,,,,,,30,19,0.075739,32,0.02537,167.5,0,0,3.803,0,263,353106.52971,83.1032,4249.01,11.817602,0.002767,29,199738.0,145.586,1371.96,12.087388,0.0029,28,220082.0,103.435,2127.73,11.391437,0.003814,1.189,0.0,0.0,0.0,0.0,0,0.695951,0.269786,0.426166,21.03,0.93,1.0,13.0,6.0,11.0,30.911,0.7519,0.380433,899.424,8.66,6500.0,4.5,0.0,222.0,20.0915,11.1389,7.0,11.196016,0.016945,7.0,,NOT_AVAILABLE,0.0,0.0,0.999739,6296.7,6280.4,6312.7,4.2241,4.21,4.2383,-0.0987,-0.1109,-0.0868,428.3796,420.5154,436.6631,0.1413,0.1329,0.1504,0.1217,0.1144,0.1296,0.0655,0.0616,0.0698,MARCS,127.0337855955,56.43112639915,0.824492,0.861396,-0.0423,1034026849825376256
J073324.83+264051.5,596508138,872105277096653056,07 33 24.84,+26 40 51.5,18,48,5926,4.24,0.22,3.1,0.5,0.2,2,0,24,Simbad,0.031494,94823134,5501.01,,3,4,3,3,3,4,4,3.9,26.6,56.41,1,7,2,PC,PC,12.3295,0.007,,1,qlp-s46-faintsearch,FAINT,07:33:24.84,26:40:51.14,0.974,0.069,-22.595,0.06,2459571.771281,0.0039255,24.166804,0.0017333,5.257,0.407,4.373456,0.005833,4020.0,5.37269,8.65143,0.556693,41.1658,705.0,13.0,574.701,12.1055,5985.0,123.9,4.22,0.08,1.35,0.07,,,1.1,0.141439,"44,45,46",2022-04-20,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,113.35349999999998,26.680872222222224,Gaia DR3 872105277096653056,113.3534908049,26.68086921723,0.0,0.0,105,1636148068921376768,872105277096653056,1491012886,0.013,0.011,1.7446,0.0134,130.3773,22.425,0.914,0.016,-22.407,0.013,-0.0955,-0.1133,-0.1245,0.3358,-0.1445,0.2959,-0.2643,0.17,-0.0631,-0.119,218,192,218,0,-0.2165,319.69,0.057,3.6285,31,1,1.56,,,,,,,,25,17,0.022661,26,0.05574,113.9,0,0,0.988,0,221,150437.11534,30.4885,4934.23,12.743979,0.002764,24,81609.2,48.7945,1672.51,13.059195,0.002865,25,98181.4,52.3659,1874.91,12.267822,0.003823,1.195,0.0,0.0,0.0,1.0,0,0.791372,0.315215,0.476157,57.25,1.64,2.0,14.0,3.0,12.0,16.099,,,970.566,,5750.0,4.5,0.0,111.0,,,,12.082879,0.029588,11.0,,NOT_AVAILABLE,0.0,0.0,0.99982,5754.4,5752.0,5758.9,4.2529,4.2485,4.2567,-0.0322,-0.039,-0.0244,557.2733,553.2225,561.8847,0.0018,0.0004,0.0048,0.0015,0.0003,0.004,0.0008,0.0001,0.0022,MARCS,113.35348625843,26.68096880288,0.251861,0.214061,-0.1488,872105277096653056
J080442.43+132449.8,765714242,653265182854696832,08 04 42.43,+13 24 49.8,12,51,6032,4.23,0.22,2.7,0.1,0.0,1,0,0,Simbad,0.038105,69295263,5481.01,,3,4,3,3,3,4,4,9.9,34.9,67.22,2,0,1,PC,PC,13.4144,0.007,,1,qlp-s46-faintsearch,FAINT,08:04:42.43,13:24:49.83,-9.32,0.061,-1.658,0.039,2459577.936935,0.0028995,3.9315754,2.29e-05,3.427,0.416,6.075374,0.007275,5580.0,6.7001,9.60432,,711.472,1438.0,18.0,942.604,34.211,6032.1,74.9,4.25,,1.32,,0.222,0.072,1.12,,"7,34,44,45,46",2022-04-20,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,121.17679166666665,13.413841666666666,Gaia DR3 653265182854696832,121.17680251774,13.41384087541,0.0,0.0,114,1636148068921376768,653265182854696832,1210775460,0.0176,0.0125,1.0876,0.0201,54.1376,9.353,-9.2,0.02,-1.69,0.015,-0.3991,-0.2224,-0.2921,0.2622,0.0061,0.1751,0.1651,0.4149,-0.2454,-0.4927,279,0,279,0,0.4493,285.96,0.0,0.0,31,0,1.567,,,,,,,,32,17,0.032363,47,0.0757,106.1,0,0,1.018,0,270,56358.19596,12.678,4445.35,13.809974,0.002766,40,30947.9,30.4295,1017.03,14.111965,0.002987,41,36290.8,20.2302,1793.9,13.348405,0.003828,1.193,0.0,2.0,0.0,0.0,0,0.76356,0.301991,0.461569,53.5,3.06,2.0,15.0,2.0,13.0,6.4455,,,938.984,,6000.0,4.0,0.25,222.0,,,,13.151052,0.080835,13.0,,NOT_AVAILABLE,0.0,0.0,0.999697,6059.4,6034.6,6079.4,4.434,4.4254,4.4449,0.2108,0.1869,0.2269,790.5363,773.062,804.087,0.126,0.1103,0.1382,0.107,0.0936,0.1173,0.0571,0.0499,0.0627,MARCS,121.17684455124,13.41384838541,0.333369,0.237486,-0.5122,653265182854696832
J073833.45+312340.0,715715165,880230839824089600,07 38 33.46,+31 23 40.0,2,32,5657,4.38,0.21,4.1,2.0,0.8,1,1,8,Simbad,0.061106,4165850,5160.01,,2,4,2,2,4,4,4,3.1,34.9,5.67,2,2,5,PC,PC,10.187,0.006,,1,qlp-s71-ffi,QLP,07:38:33.46,31:23:40.03,-10.013,0.072,4.252,0.063,2460258.887433,0.0041144,4.2807509,2.79e-05,2.051,0.302,0.485433,0.038151,447.0,35.138,2.23474,0.145041,177.537,1016.0,12.0,151.465,1.035,5653.3,111.1,4.41,0.07,1.03,0.05,0.204,0.018,1.003,0.128826,"20,44,45,46,47,60,71",2022-02-08,2024-01-04,2024-01-05 12:15:24,,114.63941666666663,31.394452777777776,Gaia DR3 880230839824089600,114.63939685823,31.39445426738,0.0,0.0,121,1636148068921376768,880230839824089600,308822544,0.0177,0.0161,6.6391,0.0208,318.5079,10.829,-9.904,0.022,4.378,0.019,-0.179,0.081,-0.2413,-0.0429,-0.404,-0.0949,-0.0101,0.1336,-0.1579,-0.263,175,175,174,1,3.695,492.65,0.103,11.534,31,0,1.544,,,,,,,,20,13,0.032834,23,0.007332,144.7,0,0,1.205,0,167,1039985.35736,169.642,6130.48,10.644799,0.002761,19,545995.0,349.725,1561.21,10.995569,0.002876,20,703615.0,265.892,2646.25,10.129559,0.003802,1.202,0.0,0.0,0.0,0.0,0,0.866011,0.35077,0.515241,29.63,0.34,1.0,14.0,3.0,11.0,63.593,0.32833,0.329621,972.396,3.49,5750.0,4.5,0.25,222.0,,,,9.942729,0.006567,8.0,,NOT_AVAILABLE,0.0,0.0,0.999712,5622.1,5595.6,5651.3,4.3929,4.3775,4.4076,0.1251,0.099,0.1487,149.4496,148.9672,149.9322,0.0588,0.0418,0.0771,0.0488,0.0347,0.0641,0.0259,0.0184,0.0341,MARCS,114.63944842711,31.39443480805,0.359202,0.301962,-0.2524,880230839824089600
J212044.54+163917.2,848102175,1784704738514248960,21 20 44.54,+16 39 17.3,3,-33,6063,4.19,0.1,3.7,1.8,0.8,0,1,0,Simbad,0.06707,60491424,5923.01,,3,4,3,3,3,4,4,24.4,66.5,118.73,1,0,1,PC,PC,12.7861,0.007,,1,qlp-s55-faintsearch,FAINT,21:20:44.54,16:39:17.26,0.332,0.097,0.779,0.086,2459817.155209,0.0023692,4.0252588,0.0010445,3.596,0.366,9.793952,0.559663,8980.0,515.336,13.4189,0.871884,692.888,1429.0,23.0,742.549,24.7075,6059.0,125.8,4.2,0.09,1.4,0.08,,,1.13,0.152996,55,2022-11-08,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,320.1855833333333,16.654794444444445,Gaia DR3 1784704738514248960,320.18560276097,16.65479526035,0.0,0.0,113,1636148068921376768,1784704738514248960,192790271,0.0125,0.0097,1.3785,0.0148,93.1055,0.707,0.374,0.016,0.599,0.011,-0.2649,0.0927,-0.3888,0.233,0.1427,0.2,-0.6019,0.0223,0.0043,-0.1198,360,0,358,2,-1.3305,330.83,0.0,0.0,31,0,1.563,,,,,,,,42,17,0.022722,44,0.02499,4.305,0,0,0.949,0,364,99630.36016,24.8292,4012.64,13.191387,0.002769,41,54252.5,45.8971,1182.05,13.502493,0.002937,40,64946.5,33.9095,1915.29,12.716506,0.003822,1.196,0.0,1.0,0.0,1.0,0,0.785987,0.311106,0.474881,-22.4,2.01,2.0,26.0,4.0,14.0,14.336,,,859.238,,5750.0,4.5,-0.5,101.0,,,,12.530818,0.022856,22.0,,NOT_AVAILABLE,0.0,0.0,0.999813,5800.0,5775.2,5819.6,4.239,4.2286,4.2579,-0.2261,-0.2506,-0.2074,688.1191,665.3549,700.6078,0.0367,0.0218,0.0487,0.0309,0.0183,0.0411,0.0166,0.0098,0.0221,MARCS,320.18560102566,16.65479259627,0.255068,0.175872,-0.1359,1784704738514248960
J075857.24+224726.0,802505056,674334505701319936,07 58 57.24,+22 47 26.0,21,8,4992,4.61,0.4,1.6,0.0,0.0,1,0,0,Simbad,0.043584,386772576,5499.01,,3,4,3,3,3,4,4,30.8,101.0,89.51,4,0,2,PC,PC,12.8935,0.007,,1,qlp-s46-faintsearch,FAINT,07:58:57.24,22:47:26.04,-4.554,0.039,-17.599,0.025,2459571.791808,0.001109,4.8038446,0.0001422,2.038,0.113,18.616205,0.009204,17000.0,8.47685,11.3023,0.831337,67.3083,797.0,51.0,335.455,2.714,5019.0,132.8,4.51,0.09,0.83,0.06,0.406,0.122,0.83,0.101918,"44,45,46",2022-04-20,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,119.7385,22.790566666666667,Gaia DR3 674334505701319936,119.73851268112,22.79056352188,0.0,0.0,107,1636148068921376768,674334505701319936,720797177,0.014,0.0113,2.9594,0.0183,161.9826,18.172,-4.577,0.017,-17.586,0.013,-0.1381,-0.1636,0.0327,0.0901,-0.34,-0.0865,0.4432,0.3871,-0.372,-0.2828,285,0,285,0,2.19,336.47,0.025,0.419,31,1,1.485,,,,,,,,33,18,0.025971,33,0.02688,129.0,0,0,1.093,0,283,77032.58619,11.8852,6481.38,13.47068,0.00276,31,35559.2,30.5919,1162.37,13.961163,0.002942,29,58517.3,27.5843,2121.4,12.829684,0.003814,1.221,0.0,0.0,0.0,0.0,0,1.131478,0.490482,0.640996,12.38,1.67,2.0,18.0,1.0,15.0,11.538,,,969.386,,5000.0,4.5,0.25,222.0,,,,12.612947,0.041491,17.0,,NOT_AVAILABLE,0.0,0.0,0.999854,4953.9,4929.0,4970.0,4.5269,4.5116,4.5346,0.4286,0.3675,0.4519,340.7307,337.778,347.158,0.052,0.0336,0.0659,0.0411,0.0265,0.0522,0.0214,0.0138,0.0272,MARCS,119.73853474512,22.79064168125,0.27867,0.198756,-0.2898,674334505701319936
J012418.15+043153.5,705112183,2563243461575218688,01 24 18.16,+04 31 53.6,32,-17,5374,4.57,0.08,2.1,0.0,0.0,0,1,8,Simbad,0.029985,399724238,5312.01,,3,4,3,3,3,4,4,2.4,36.1,52.39,2,0,2,PC,PC,12.3207,0.008,,1,qlp-s43-faintsearch,FAINT,01:24:18.16,04:31:53.55,0.498,0.084,-14.384,0.071,2459450.251093,0.0025748,46.1965072,0.0028349,3.718,0.332,9.224403,0.008105,8460.0,7.4646,8.33656,0.583623,3.59287,383.0,24.0,321.637,4.5525,5397.7,138.5,4.5,0.09,0.91,0.06,0.138844,0.0218202,0.94,0.118308,"42,43",2022-02-28,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,21.075666666666663,4.531541666666667,Gaia DR3 2563243461575218688,21.0756585312,4.53153976897,0.0,0.0,60,1636148068921376768,2563243461575218688,161564759,0.0136,0.0104,3.1483,0.0168,187.9081,14.496,0.506,0.02,-14.487,0.014,0.4527,0.038,0.0598,0.1366,-0.1223,0.1803,-0.1527,-0.0432,0.2667,0.3933,330,294,330,0,-1.9341,440.31,0.052,2.8186,31,1,1.519,,,,,,,,37,17,0.028989,42,0.0434,69.33,0,0,0.924,0,345,139971.30404,42.6666,3280.58,12.822269,0.002775,38,69706.4,46.3983,1502.35,13.230361,0.002882,39,99118.9,55.557,1784.09,12.257504,0.003828,1.206,0.0,1.0,0.0,0.0,0,0.972857,0.408092,0.564765,-15.07,1.73,2.0,14.0,2.0,12.0,18.17,,,833.053,,5250.0,0.5,-0.5,111.0,,,,12.019415,0.050404,12.0,,NOT_AVAILABLE,0.0,0.0,0.999884,5350.9,5343.5,5356.8,4.4653,4.4605,4.4757,0.0166,0.0061,0.0251,309.204,305.1495,311.2182,0.1012,0.0962,0.106,0.0827,0.0786,0.0867,0.0439,0.0417,0.046,MARCS,21.07565627725,4.53160415614,0.317071,0.218552,0.3772,2563243461575218688
J042456.72+184938.6,589309214,47908509057301120,04 24 56.72,+18 49 38.6,21,6,5616,4.17,0.35,1.6,3.8,1.4,0,1,20,Simbad,0.025731,17409453,5080.01,,5,5,5,5,5,5,5,5.4,23.6,41.69,0,1,1,KP,KP,12.9285,0.009,,1,qlp-s71-ffi,QLP,04:24:56.73,18:49:38.5,25.965,0.052,-13.642,0.038,2460243.190501,0.0079088,9.72665,2.46e-05,4.584,0.529,2.485922,0.090245,2287.0,83.1154,7.23871,0.399353,361.739,1214.0,21.0,491.242,6.9575,5583.6,118.3,4.11,0.08,1.45,0.07,0.348445,0.0130817,0.99,0.125784,"43,44,70,71",2022-01-06,2023-12-14,2024-01-05 12:15:24,K2-87 b; detected with K2 and QLP/TESS,66.236375,18.82736111111111,Gaia DR3 47908509057301120,66.23636757327,18.82735981716,0.0,0.0,74,1636148068921376768,47908509057301120,48755073,0.0151,0.0086,2.0044,0.0166,120.8388,29.306,25.917,0.021,-13.681,0.015,0.3803,0.064,0.0369,0.0421,-0.0401,-0.0211,0.315,-0.0077,-0.0456,0.0905,449,0,448,1,0.3847,441.18,0.0,0.0,31,1,1.418,,,,,,,,51,17,0.029042,53,0.03757,152.9,0,0,1.012,0,464,62705.63027,8.80098,7124.84,13.6941,0.00276,51,23993.4,19.0323,1260.67,14.388312,0.00292,50,55704.5,25.4873,2185.58,12.883169,0.003812,1.271,0.0,1.0,0.0,0.0,0,1.505143,0.694212,0.810931,13.97,1.41,2.0,25.0,5.0,15.0,15.927,,,916.569,,5750.0,4.0,0.25,222.0,,,,12.571428,0.02906,20.0,,NOT_AVAILABLE,0.0,0.0,0.99999,,,,,,,,,,,,,,,,,,,,,,,66.23624587695,18.82742062012,0.334372,0.242639,0.091,47908509057301120
J082629.77+103319.4,608310077,600788374781198720,08 26 29.77,+10 33 19.5,30,73,6104,4.31,-0.04,2.9,0.4,0.2,2,0,16,Simbad,0.000769,366443576,5103.01,,3,5,5,3,3,4,4,14.5,51.0,61.86,0,5,2,PC,APC,11.5679,0.007,,1,qlp-s46-tois,SPOC/QLP,08:26:29.77,10:33:19.33,-7.924,0.081,-7.336,0.057,2459570.084477,0.0008077,4.9898664,2e-06,1.037,0.169,2.010472,0.0104,1850.0,9.57883,9.128,0.730217,167.032,1001.0,28.0,528.469,13.8585,6242.0,123.7,4.09,0.09,1.63,0.08,,,1.21,0.183152,"7,34,44,45,46",2022-01-06,2022-03-10,2022-12-14 12:09:24,EPIC 211335816.01; two stars in pixel,126.62404166666666,10.555369444444445,Gaia DR3 600788374781198720,126.62404149421,10.55536957438,0.0,0.0,124,1636148068921376768,600788374781198720,959927668,0.0115,0.01,1.8858,0.0142,132.8877,10.751,-7.974,0.015,-7.211,0.014,-0.3698,0.0251,0.1641,-0.1195,0.076,-0.1417,0.3774,0.3733,-0.0182,-0.5262,243,243,242,1,-4.3093,335.05,0.034,1.357,31,1,1.581,,,,,,,,28,17,0.025411,30,0.01595,129.1,0,0,0.807,0,249,316453.4942,88.7354,3566.26,11.936592,0.002772,30,177971.0,138.075,1288.95,12.212667,0.002915,28,198568.0,101.391,1958.43,11.503123,0.00382,1.19,0.0,0.0,0.0,0.0,0,0.709543,0.276074,0.433469,44.94,15.46,1.0,13.0,3.0,12.0,24.048,34.36,0.0,935.558,112.32,6000.0,4.5,-0.5,101.0,12.0979,21.972,10.0,11.342073,0.015735,10.0,26.46238,NOT_AVAILABLE,0.0,0.0,0.99964,6004.0,5995.5,6014.6,4.1104,4.1045,4.1192,-0.3162,-0.3256,-0.3043,514.1509,506.7335,519.358,0.0075,0.0022,0.0145,0.0064,0.0018,0.0124,0.0035,0.001,0.0067,MARCS,126.62407754573,10.5554016221,0.242427,0.219398,-0.5269,600788374781198720
J061219.49+135711.8,797604054,3344410906485328384,06 12 19.50,+13 57 11.9,30,24,6824,4.12,-0.1,3.2,0.0,0.0,1,0,0,Simbad,0.064817,294350792,6956.01,,3,4,3,3,1,4,4,5.8,28.9,70.31,0,0,0,PC,PC,13.4137,0.026,,1,qlp-s72-faintsearch,FAINT,06:12:19.49,13:57:11.93,-3.456,0.058,3.792,0.049,2460276.864165,0.0063945,12.3900547,0.0001288,5.787,0.817,7.521918,0.456654,6904.0,420.505,9.88852,,327.708,1185.0,13.0,1048.28,42.49,6824.2,39.5,4.36,,1.33,,-0.096,0.038,1.47,,"33,43,44,45,71,72",2024-02-29,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,93.08120833333332,13.953313888888887,Gaia DR3 3344410906485328384,93.08122688485,13.95331403019,0.0,0.0,124,1636148068921376768,3344410906485328384,439684579,0.0176,0.0163,0.937,0.022,42.5759,5.213,-3.508,0.021,3.856,0.017,-0.1843,-0.0069,0.0163,-0.0078,-0.4927,-0.0511,-0.3177,0.11,0.2519,-0.2241,221,9,220,1,1.9703,259.88,0.063,2.051,31,0,1.527,,,,,,,,25,16,0.029949,25,0.0507,9.271,0,0,1.095,0,219,51695.29771,11.334,4561.07,13.903739,0.002766,23,26149.3,36.9848,707.028,14.294892,0.003185,21,36645.0,26.2097,1398.15,13.337859,0.003858,1.215,0.0,1.0,0.0,0.0,0,0.957033,0.391153,0.56588,25.47,10.77,2.0,8.0,3.0,8.0,5.1715,,,774.891,,6750.0,4.0,0.0,222.0,,,,13.05447,0.117125,7.0,,NOT_AVAILABLE,0.0,0.0,0.999986,6851.6,6835.6,6869.1,4.1063,4.0961,4.1192,-0.5345,-0.5501,-0.5192,1030.079,1012.4464,1044.467,1.0483,1.0392,1.057,0.8954,0.8873,0.9032,0.4865,0.482,0.4907,A,93.08124295042,13.95329689076,0.334653,0.272779,-0.2164,3344410906485328384
